gene_name,interaction_type,drug_name,approved
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
PDE2A,NULL,NULL,NULL
PSEN1,NULL,IC261,FALSE
DNMT1,NULL,NULL,NULL
DNMT3A,NULL,NULL,NULL
DNMT3B,NULL,NULL,NULL
DNMT1,NULL,NULL,NULL
PSEN2,NULL,IC261,FALSE
DNMT1,NULL,NULL,NULL
HDAC9,NULL,NULL,NULL
RPS6KA1,NULL,NULL,NULL
RPS6KA2,NULL,NULL,NULL
CHEK2,NULL,NULL,NULL
RPS6KB1,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
HSD17B10,NULL,CHEMBL:CHEMBL221721,FALSE
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
TSPO,NULL,NULL,NULL
EIF2AK3,NULL,NULL,NULL
EIF2AK3,NULL,NULL,NULL
EIF2AK3,NULL,NULL,NULL
EIF2AK3,NULL,NULL,NULL
RET,NULL,NULL,NULL
RET,NULL,NULL,NULL
RET,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
KCNH2,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
KCNH2,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
P2RX7,NULL,NULL,NULL
BCL2,NULL,NULL,NULL
BCL2L1,NULL,NULL,NULL
ADAMTSL4-AS1,NULL,NULL,NULL
BCL2,NULL,NULL,NULL
BCL2L1,NULL,NULL,NULL
ADAMTSL4-AS1,NULL,NULL,NULL
ADAMTSL4-AS1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
TYK2,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
TYK2,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
SYK,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
SYK,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
NULL,NULL,NULL,NULL
TYK2,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
TYK2,NULL,NULL,NULL
PTK2B,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
TYK2,NULL,NULL,NULL
PTK2B,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
BTK,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
ITK,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
TYK2,NULL,NULL,NULL
ABL1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
JAK3,NULL,NULL,NULL
SYK,NULL,NULL,NULL
XDH,NULL,NULL,NULL
XDH,NULL,NULL,NULL
XDH,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
LIPE,NULL,BENZYL BENZOATE,TRUE
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
TXNRD1,NULL,NULL,NULL
TXNRD1,NULL,NULL,NULL
TXNRD1,NULL,NULL,NULL
TXNRD1,NULL,NULL,NULL
CTSB,NULL,NULL,NULL
CTSL,NULL,NULL,NULL
CTSS,NULL,NULL,NULL
CTSK,NULL,NULL,NULL
CTSB,NULL,NULL,NULL
CTSL,NULL,NULL,NULL
CTSS,NULL,NULL,NULL
CTSB,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
ROCK2,NULL,NULL,NULL
ROCK1,NULL,NULL,NULL
ROCK1,NULL,NULL,NULL
ROCK2,NULL,NULL,NULL
ROCK2,NULL,NULL,NULL
SIGMAR1,NULL,NULL,NULL
TMEM97,NULL,NULL,NULL
TMEM97,NULL,NULL,NULL
SIGMAR1,NULL,NULL,NULL
SIGMAR1,NULL,NULL,NULL
TMEM97,NULL,NULL,NULL
GRM5,NULL,NULL,NULL
HDAC1,NULL,NULL,NULL
HDAC6,NULL,NULL,NULL
HDAC1,NULL,NULL,NULL
HDAC6,NULL,NULL,NULL
HDAC1,NULL,NULL,NULL
HDAC6,NULL,NULL,NULL
HDAC1,NULL,NULL,NULL
HDAC6,NULL,NULL,NULL
HDAC1,NULL,NULL,NULL
HDAC6,NULL,NULL,NULL
LRRK2,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK2,NULL,NULL,NULL
NTRK3,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK2,NULL,NULL,NULL
NTRK3,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK2,NULL,NULL,NULL
NTRK3,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK2,NULL,NULL,NULL
NTRK3,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK2,NULL,NULL,NULL
NTRK3,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
NTRK1,NULL,NULL,NULL
APH1A,NULL,NULL,NULL
APH1A,NULL,NULL,NULL
APH1A,NULL,NULL,NULL
APH1A,NULL,NULL,NULL
EZH2,NULL,NULL,NULL
EZH2,NULL,NULL,NULL
EZH2,NULL,NULL,NULL
EZH2,NULL,NULL,NULL
EZH2,NULL,NULL,NULL
EZH2,NULL,NULL,NULL
MAP2K7,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
VEGFA,NULL,NULL,NULL
PTGES,NULL,NULL,NULL
PTGES,NULL,NULL,NULL
PTGES,NULL,NULL,NULL
PTGES,NULL,NULL,NULL
PTGES,NULL,NULL,NULL
PTGES,NULL,NULL,NULL
PRCP,NULL,NULL,NULL
PRCP,NULL,NULL,NULL
PRCP,NULL,NULL,NULL
BTK,NULL,NULL,NULL
BTK,NULL,NULL,NULL
BTK,NULL,NULL,NULL
BTK,NULL,NULL,NULL
BTK,NULL,NULL,NULL
DYRK1A,NULL,NULL,NULL
DYRK1A,NULL,NULL,NULL
DYRK1A,NULL,NULL,NULL
DYRK1A,NULL,NULL,NULL
NULL,NULL,NULL,NULL
MMP13,NULL,NULL,NULL
MMP2,NULL,NULL,NULL
MMP13,NULL,NULL,NULL
MMP2,NULL,NULL,NULL
PTGS2,NULL,NULL,NULL
MMP2,NULL,NULL,NULL
MMP9,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
MAOA,NULL,NULL,NULL
NULL,NULL,NULL,NULL
DRD2,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
SLC6A9,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
IDO1,NULL,NULL,NULL
HDAC1,NULL,NULL,NULL
HDAC6,NULL,NULL,NULL
HDAC9,NULL,NULL,NULL
HDAC1,NULL,NULL,NULL
HDAC10,NULL,NULL,NULL
HDAC2,NULL,NULL,NULL
HDAC3,NULL,NULL,NULL
HDAC6,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
BCHE,NULL,NULL,NULL
BCHE,NULL,NULL,NULL
BCHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
BCHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
BCHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
BCHE,NULL,NULL,NULL
ACHE,NULL,NULL,NULL
BCHE,NULL,NULL,NULL
NULL,NULL,NULL,NULL
ATP5IF1,NULL,NULL,NULL
ATP5IF1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
ATP5IF1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
ATP5IF1,NULL,NULL,NULL
ATP5IF1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
ATP5IF1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
ATP5IF1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
PDCD1,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,TROVIRDINE HYDROCHLORIDE,FALSE
NULL,NULL,NULL,NULL
IFNA2,NULL,NULL,NULL
NULL,NULL,ALOGLIPTIN,TRUE
ATP1A1,NULL,ALUMINUM,TRUE
HTR2A,NULL,ABILIFY MAINTENA,FALSE
ADRB1,NULL,ACEBUTOLOL,TRUE
NULL,NULL,UMIFENOVIR,FALSE
NULL,NULL,BACLOFEN,TRUE
NULL,NULL,NULL,NULL
ADORA2A,NULL,CAFFEINE,TRUE
NULL,NULL,DEOXYRIBONUCLEASES,TRUE
CHRM1,NULL,DICYCLOMINE HYDROCHLORIDE,TRUE
TNF,NULL,ETANERCEPT-SZZS,TRUE
ESR1,NULL,"ESTROGENS, ESTERIFIED (USP)",TRUE
NULL,NULL,FOSFOMYCIN,TRUE
NULL,NULL,FOSMIDOMYCIN,FALSE
NULL,NULL,FRAMYCETIN,TRUE
NULL,NULL,GLUTATHIONE,TRUE
NULL,NULL,GRISEOFULVIN,TRUE
NULL,NULL,GUANETHIDINE,TRUE
NULL,NULL,HYLENEX,FALSE
ADRA2A,NULL,MEPERIDINE HYDROCHLORIDE,TRUE
TH,NULL,TYROSINE,TRUE
NULL,NULL,NALMEFENE,TRUE
NULL,NULL,OLSALAZINE,TRUE
HTR2C,NULL,NEFAZODONE,TRUE
PRB2,NULL,IXAZOMIB CITRATE,TRUE
NULL,NULL,RACECADOTRIL,TRUE
NULL,NULL,RITONAVIR,TRUE
NULL,NULL,SAFINAMIDE,TRUE
KDR,NULL,SUNITINIB,TRUE
NULL,NULL,NULL,NULL
NULL,NULL,TROGLITAZONE,TRUE
IMPDH1,NULL,NULL,NULL
NULL,NULL,UNOPROSTONE,FALSE
CHRM3,NULL,TIOTROPIUM,TRUE
PDF,NULL,TRIMETREXATE,TRUE
NULL,NULL,IZONSTERIDE,FALSE
KLK3,NULL,NULL,NULL
PTGER2,NULL,NULL,NULL
CHRNA4,NULL,NULL,NULL
OPRL1,NULL,NOCICEPTIN/ORPHANIN FQ,FALSE
NULL,NULL,NULL,NULL
SIGMAR1,NULL,NULL,NULL
NULL,NULL,SB-1578,FALSE
HTR3A,NULL,NULL,NULL
S1PR1,NULL,SONEPCIZUMAB,FALSE
CNTF,NULL,NULL,NULL
XIAP,NULL,BIRINAPANT,FALSE
CCR2,NULL,BMS-813160,FALSE
BIRC2,NULL,BIRINAPANT,FALSE
NOS2,NULL,NULL,NULL
TAAR1,NULL,NULL,NULL
ADORA1,NULL,NULL,NULL
NULL,NULL,LY2090314,FALSE
NULL,NULL,LY2090314,FALSE
PRKCB,NULL,NULL,NULL
SLC6A3,NULL,NULL,NULL
SLC6A2,NULL,NULL,NULL
SLC6A4,NULL,NULL,NULL
F2,NULL,NULL,NULL
S1PR1,NULL,NULL,NULL
GRM2,NULL,OLEOYL-ESTRONE,FALSE
GRM3,NULL,OLEOYL-ESTRONE,FALSE
HDAC1,NULL,MOCETINOSTAT,FALSE
PPP1CB,NULL,MITOGLITAZONE,FALSE
TUBB1,NULL,NULL,NULL
NULL,NULL,RALURIDINE,FALSE
NULL,NULL,NULL,NULL
NULL,NULL,S-1360,FALSE
SIRT1,NULL,NULL,NULL
IGF1R,NULL,TEPROTUMUMAB,FALSE
HDAC9,NULL,REMETINOSTAT,FALSE
PIK3CG,NULL,VOXTALISIB,FALSE
MALAT1,NULL,NULL,NULL
NULL,NULL,TIPAPKINOGENE SOVACIVEC,FALSE
NULL,NULL,TIPAPKINOGENE SOVACIVEC,FALSE
NULL,NULL,VAMOROLONE,TRUE
JAK3,NULL,DECERNOTINIB,FALSE
FLT4,NULL,LINIFANIB,FALSE
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL
NULL,NULL,CILNIDIPINE,FALSE
NULL,NULL,NULL,NULL
NULL,NULL,CHIGLITAZAR,FALSE
NULL,NULL,DRISAPERSEN,FALSE
NULL,NULL,IMIGLITAZAR,FALSE
BCL2,NULL,NULL,NULL
TUBB,NULL,NULL,NULL
MAPT,NULL,NULL,NULL
TARDBP,NULL,NULL,NULL
NULL,NULL,MARIMASTAT,FALSE
FLT3,NULL,NULL,NULL
A2M,agonist,OXYMETAZOLINE HYDROCHLORIDE,TRUE
A2M,agonist,TERGURIDE,FALSE
A12M1,inhibitor,RAUWOLSCINE,FALSE
A12M2,agonist,&ALPHA;-METHYL-5-HT,FALSE
A12M2,agonist,ELETRIPTAN,TRUE
A12M3,agonist,(+)-DOI,FALSE
A12M2,agonist,BRL-15572,FALSE
A12M3,agonist,METHYLERGONOVINE,TRUE
A12M3,inhibitor,H05,FALSE
A12M3,inhibitor,LY314228,FALSE
A12M3,agonist,CAPESEROD,FALSE
A12M3,inhibitor,ASENAPINE,TRUE
A12M3,inhibitor,EGIS-7625,FALSE
A12M4,agonist,RELENOPRIDE,FALSE
HTR2C,agonist,BRL-15572,FALSE
HTR2C,inhibitor,AGOMELATINE,TRUE
SERPINA3,inhibitor,SB269970,FALSE
SERPINA3,inhibitor,SB656104,FALSE
CA9,inhibitor,WS-898,FALSE
ABCA1,inhibitor,PROBUCOL,TRUE
CACNB2,inhibitor,COMPOUND 2 [PMID: 22380603],FALSE
ABL1,inhibitor,OLVEREMBATINIB,FALSE
FRA17A,inhibitor,PHYSOSTIGMINE,TRUE
FKBP2,inhibitor,PIFUSERTIB,FALSE
HBEGF,inhibitor,REPOTRECTINIB,TRUE
ABCF1,agonist,CIRAZOLINE,FALSE
ABCF1,inhibitor,RHO-TIA,FALSE
ABCB7,inhibitor,TERGURIDE,FALSE
ABCA4,agonist,CIRAZOLINE,FALSE
ABCF1,inhibitor,PRAZOSIN,TRUE
ABL1,inhibitor,MK-912,FALSE
ABL1,inhibitor,TERGURIDE,FALSE
ABL1,inhibitor,WB 4101,FALSE
ABL2,inhibitor,RAUWOLSCINE,FALSE
BEVI,inhibitor,ARD-69,FALSE
BEVI,inhibitor,BICALUTAMIDE,TRUE
DAPK3,inhibitor,CAPTOPRIL,TRUE
ACE2,NULL,CPS4,FALSE
ABAT,inhibitor,"4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL",FALSE
EHMT2,NULL,CHEMBL:CHEMBL338115,FALSE
ABCA1,inhibitor,CPFPX,FALSE
ABCA1,agonist,GS9667,FALSE
CD24P3,inhibitor,"&ALPHA;-METHYL-D,L-TRYPTOPHAN",FALSE
HIF1A,NULL,CHEMBL:CHEMBL80155,FALSE
ABCA3,inhibitor,MRS1177,FALSE
EEF1D,inhibitor,AT-9283,FALSE
ACADM,inhibitor,SPARSENTAN,TRUE
ACADS,inhibitor,COMPOUND 1 [PMID: 28379944],FALSE
ACAT2,agonist,[LEU14]BOMBESIN,FALSE
GPR22,inhibitor,ABT-737,FALSE
ALPG,NULL,CHEMBL:CHEMBL585591,FALSE
ASIC2,inhibitor,ML-18,FALSE
ASIC2,agonist,NMU (104-114),FALSE
ASIC2,agonist,AC-PHE-TRP-ALA-HIS(&TAU;BZL)-NIP-GLY-ARG-NH2,FALSE
FMO5,inhibitor,COMPOUND 6 [PMID: 34553947],FALSE
ABO,agonist,FENOTEROL,TRUE
ACAA1,inhibitor,ICI 118551,FALSE
DNMT1,inhibitor,ZILURGISERTIB,FALSE
SENP8,NULL,CHEMBL:CHEMBL1504679,FALSE
EFNA2,inhibitor,PLX-4720,FALSE
EFNA2,inhibitor,SZM594,FALSE
EFNA3,inhibitor,ME BROMODOMAIN INHIBITOR,FALSE
EFNA4,inhibitor,"COMPOUND 15 [HAY ET AL., 2013]",FALSE
EFNA4,inhibitor,DUAL BRD4/PLK1 INHIBITOR 23,FALSE
EFNB1,inhibitor,CCT244747,FALSE
EFNA4,inhibitor,PFI-1,FALSE
EFNB2,inhibitor,LUXEPTINIB,FALSE
EFNB2,inhibitor,IBRUTINIB,TRUE
ASIC1,inhibitor,R-715,FALSE
BDKRB2,inhibitor,FR167344,FALSE
ACACA,agonist,ALBUTENSIN A,FALSE
ACACB,inhibitor,N-METHYL-PHE-LYS-PRO-D-CHA-TRP-D-ARG-CO2H,FALSE
GMNN,NULL,ESTRADIOL 3-BENZOATE,TRUE
ACACB,inhibitor,W54011,FALSE
ACACA,agonist,EU-DTPA-HC3A,FALSE
ACACB,inhibitor,PMX53,FALSE
PDPK1,NULL,CENISERTIB,FALSE
FNL1,inhibitor,COMPOUND 19 [PMID: 8831774],FALSE
WRN,NULL,CHEMBL:CHEMBL22062,FALSE
CYP2B7P,inhibitor,STAUROSPORINE,FALSE
GAPDH,inhibitor,COMPOUND 5B  [PMID: 31287314],FALSE
C1QBP,blocker,NIFLUMIC ACID,FALSE
AR,NULL,PRAZEPAM,TRUE
ACADL,agonist,C5A,FALSE
ELF2,inhibitor,UMBRALISIB,TRUE
RHOC,activator,PGF1&ALPHA;,FALSE
FOLR2L,inhibitor,KGP94,FALSE
POLH,NULL,TYRPHOSTIN AG 555,FALSE
RHOB,activator,ALPROSTADIL,TRUE
FOS,inhibitor,K777,FALSE
ACRV1,agonist,MDMB-FUBINACA,FALSE
ACRV1,agonist,AZD1940,FALSE
ACTA1,agonist,[125I]CCL5 (HUMAN),FALSE
ACTA2,inhibitor,MC148R,FALSE
POLI,NULL,INAMRINONE,TRUE
MAPT,NULL,CYSTEAMINE HYDROCHLORIDE,TRUE
ACTA2,inhibitor,RS-504393,FALSE
ACTA2,inhibitor,INCB3284,FALSE
ACTB,agonist,CCL15,FALSE
ACTB,agonist,[125I]CCL5 (HUMAN),FALSE
ACTA2,inhibitor,RS-136270,FALSE
ACTB,agonist,CCL11,FALSE
NPC1,NULL,CHEMBL:CHEMBL1389794,FALSE
ACTBP2,inhibitor,APLAVIROC,FALSE
CRBN,NULL,AK-2292,FALSE
EGR3,inhibitor,XL413,FALSE
CPT2,inhibitor,FK-881,FALSE
CPT2,inhibitor,SWE101,FALSE
ATAD5,NULL,FLUNARIZINE,FALSE
CAPN5,inhibitor,CARBENOXOLONE,FALSE
GJB1,inhibitor,CARBENOXOLONE,FALSE
ACTBP9,inhibitor,ELUBRIXIN,FALSE
CYP3A4,NULL,TYRPHOSTIN 23,FALSE
ACTG2,agonist,CXCL13,FALSE
HIF1A,NULL,8-AZAGUANINE,FALSE
ACTG1,agonist,ALX40-4C,FALSE
ACTG1,inhibitor,CXCR4 ANTAGONIST 22,FALSE
EGR4,inhibitor,CDK2 INHIBITOR III,FALSE
EGR4,inhibitor,ZOTIRACICLIB,FALSE
EGR4,inhibitor,K-00546,FALSE
EGR4,inhibitor,CGP74514A,FALSE
CYP2C9,NULL,AMIODARONE HYDROCHLORIDE,TRUE
EIF4A1,inhibitor,SELICICLIB,FALSE
EIF4A1,inhibitor,CDK INHIBITOR 4.35,FALSE
EIF4A1,inhibitor,CDK4 INHIBITOR,FALSE
EIF4A1,inhibitor,ASNUCICLIB,FALSE
EIF4A1,inhibitor,CDK2 INHIBITOR III,FALSE
CDK4,inhibitor,CIMPUCICLIB,FALSE
EIF4EBP1,inhibitor,BSJ-04-132,FALSE
EIF4E,inhibitor,CGP74514A,FALSE
CPB1,inhibitor,BAXDROSTAT,FALSE
CYP1A2,NULL,ZAFIRLUKAST,TRUE
EIF4G1,inhibitor,SY-5609,FALSE
EIF4G1,inhibitor,SELICICLIB,FALSE
CPA3,inhibitor,METYRAPONE,TRUE
CORT,inhibitor,PHENELZINE,TRUE
COX5B,inhibitor,TIQ-15,FALSE
POLK,NULL,ERBSTATIN,FALSE
COX11,inhibitor,COMPOUND 7P [PMID: 7861416],FALSE
GZMB,inhibitor,COMPOUND 7C [PMID: 22041175],FALSE
HSD17B10,NULL,CHEMBL:CHEMBL275260,FALSE
AMPD1,inhibitor,PRANLUKAST,FALSE
CNR2,NULL,HONOKIOL,FALSE
AMPD1,inhibitor,POBILUKAST,FALSE
APAF1,agonist,TRAMADOL,TRUE
APAF1,agonist,(-)-BREMAZOCINE,FALSE
ELK3,inhibitor,SILMITASERTIB,FALSE
CD8B2,inhibitor,PHENELZINE,TRUE
GLP1R,NULL,DULOXETINE HYDROCHLORIDE,TRUE
APAF1,agonist,METHADONE HYDROCHLORIDE,TRUE
CRIP2,inhibitor,LEI105,FALSE
DHFR,inhibitor,METHOTREXATE,TRUE
CRIP1,inhibitor,KT-109,FALSE
HOXB1,inhibitor,PF-07202954,FALSE
CYP1A2,NULL,TOLFENAMIC ACID,FALSE
EML1,inhibitor,EPIGALLOCATECHIN-3-GALLATE,FALSE
EML1,inhibitor,GNF4877,FALSE
ALDH3A1,inhibitor,THIORIDAZINE,TRUE
EHMT2,NULL,CHEMBL:CHEMBL599098,FALSE
DAXX,inhibitor,COMPOUND 1 [PMID: 18507370],FALSE
NOS3,inhibitor,GW274150,FALSE
CASP1,NULL,JUGLONE,FALSE
EPYC,inhibitor,TESEVATINIB,FALSE
EZH2,inhibitor,PF-06821497,FALSE
DSG1,inhibitor,RIPK3 INHIBITOR 18,FALSE
ATN1,inhibitor,DORSOMORPHIN,FALSE
DXO,inhibitor,NAQUOTINIB,FALSE
DXO,inhibitor,REZIVERTINIB,FALSE
DXO,inhibitor,MS154,FALSE
BLVRA,inhibitor,NE21650,FALSE
TP53,NULL,DIMETHYL GAMBOGATE,FALSE
ABCD2,agonist,TUG-770,FALSE
ALDOA,modulator,AMG7703,FALSE
ADH4,agonist,GRIFOLIC ACID,FALSE
PPARD,NULL,PROPRANOLOL HYDROCHLORIDE,TRUE
ADH4,agonist,NCG21,FALSE
DPYSL2,inhibitor,SU-14813,FALSE
SLC26A3,agonist,ALDAFERMIN,FALSE
SLC29A2,inhibitor,DM-CHX,FALSE
SLC26A3,inhibitor,LY2874455,FALSE
DRD1,inhibitor,PAZOPANIB,TRUE
SLC26A3,inhibitor,PRN1371,FALSE
DPYS,inhibitor,GILTERITINIB,TRUE
DRD1,inhibitor,RG-1530,FALSE
DPYS,inhibitor,G&OUML; 6976,FALSE
DPYS,inhibitor,ENMD-2076,FALSE
DPYS,inhibitor,COMPOUND 34F [PMID: 37535845],FALSE
DPYS,inhibitor,RG-1530,FALSE
DGKA,antibody,CAPROMAB PENDETIDE,TRUE
DRD3,inhibitor,SUNITINIB,TRUE
ALDH3B2,agonist,BMS-986235,FALSE
ALDH9A1,agonist,1R-11,FALSE
APOC2,agonist,ILOPROST,TRUE
ENO2,inhibitor,PP2,FALSE
GABRA1,agonist,ISONIPECOTIC ACID,FALSE
ARNT,modulator,ZN2+,FALSE
ALOX12P2,agonist,GALANIN-LIKE PEPTIDE,FALSE
GALR2,agonist,SPEXIN-1,FALSE
ALPG,modulator,NNC0640,FALSE
ASS1P5,inhibitor,UBP302,FALSE
GRIN2C,inhibitor,D-AP5,FALSE
GRIN2B,inhibitor,S-DESCHLOROKETAMINE,FALSE
